name,total,Year,Month
Comprehensive Brooklyn Bridge Counter,31324,2017,2
Comprehensive Brooklyn Bridge Counter,27589,2017,3
Comprehensive Brooklyn Bridge Counter,67506,2017,4
Comprehensive Brooklyn Bridge Counter,75995,2017,5
Comprehensive Brooklyn Bridge Counter,82716,2017,6
Comprehensive Brooklyn Bridge Counter,85443,2017,7
Comprehensive Brooklyn Bridge Counter,94882,2017,8
Comprehensive Brooklyn Bridge Counter,86874,2017,9
Comprehensive Brooklyn Bridge Counter,80153,2017,10
Comprehensive Brooklyn Bridge Counter,46525,2017,11
Comprehensive Brooklyn Bridge Counter,27546,2017,12
Comprehensive Brooklyn Bridge Counter,20519,2018,1
Comprehensive Brooklyn Bridge Counter,28768,2018,2
Comprehensive Brooklyn Bridge Counter,31315,2018,3
Comprehensive Brooklyn Bridge Counter,51776,2018,4
Comprehensive Brooklyn Bridge Counter,88855,2018,5
Comprehensive Brooklyn Bridge Counter,84022,2018,6
Comprehensive Brooklyn Bridge Counter,85611,2018,7
Comprehensive Brooklyn Bridge Counter,89836,2018,8
Comprehensive Brooklyn Bridge Counter,74181,2018,9
Comprehensive Brooklyn Bridge Counter,68903,2018,10
Comprehensive Brooklyn Bridge Counter,33808,2018,11
Comprehensive Brooklyn Bridge Counter,23378,2018,12
Comprehensive Brooklyn Bridge Counter,20860,2019,1
Comprehensive Brooklyn Bridge Counter,20561,2019,2
Comprehensive Brooklyn Bridge Counter,30487,2019,3
Comprehensive Brooklyn Bridge Counter,57160,2019,4
Comprehensive Brooklyn Bridge Counter,62291,2019,5
Comprehensive Brooklyn Bridge Counter,63180,2019,6
Comprehensive Brooklyn Bridge Counter,66632,2019,7
Comprehensive Brooklyn Bridge Counter,76520,2019,8
Comprehensive Brooklyn Bridge Counter,71835,2019,9
Comprehensive Brooklyn Bridge Counter,54994,2019,10
Comprehensive Brooklyn Bridge Counter,32892,2019,11
Comprehensive Brooklyn Bridge Counter,16140,2019,12
Comprehensive Brooklyn Bridge Counter,23901,2020,1
Comprehensive Brooklyn Bridge Counter,21331,2020,2
Comprehensive Brooklyn Bridge Counter,31730,2020,3
Comprehensive Brooklyn Bridge Counter,26809,2020,4
Comprehensive Brooklyn Bridge Counter,57215,2020,5
Comprehensive Brooklyn Bridge Counter,66548,2020,6
Comprehensive Brooklyn Bridge Counter,60221,2020,7
Comprehensive Brooklyn Bridge Counter,65570,2020,8
Comprehensive Brooklyn Bridge Counter,70749,2020,9
Comprehensive Brooklyn Bridge Counter,58944,2020,10
Comprehensive Brooklyn Bridge Counter,44208,2020,11
Comprehensive Brooklyn Bridge Counter,23450,2020,12
Comprehensive Brooklyn Bridge Counter,23654,2021,1
Comprehensive Brooklyn Bridge Counter,10897,2021,2
Comprehensive Brooklyn Bridge Counter,34698,2021,3
Comprehensive Brooklyn Bridge Counter,46198,2021,4
Comprehensive Brooklyn Bridge Counter,62302,2021,5
Comprehensive Brooklyn Bridge Counter,67370,2021,6
Comprehensive Brooklyn Bridge Counter,59012,2021,7
Comprehensive Brooklyn Bridge Counter,59274,2021,8
Comprehensive Brooklyn Bridge Counter,98264,2021,9
Comprehensive Brooklyn Bridge Counter,113609,2021,10
Comprehensive Brooklyn Bridge Counter,75343,2021,11
Comprehensive Brooklyn Bridge Counter,46737,2021,12
Comprehensive Brooklyn Bridge Counter,16881,2022,1
Comprehensive Brooklyn Bridge Counter,38181,2022,2
Comprehensive Brooklyn Bridge Counter,61073,2022,3
Comprehensive Brooklyn Bridge Counter,83581,2022,4
Comprehensive Brooklyn Bridge Counter,109151,2022,5
Comprehensive Brooklyn Bridge Counter,122683,2022,6
Comprehensive Brooklyn Bridge Counter,121886,2022,7
Comprehensive Brooklyn Bridge Counter,129608,2022,8
Comprehensive Brooklyn Bridge Counter,108968,2022,9
Comprehensive Brooklyn Bridge Counter,92516,2022,10
Comprehensive Brooklyn Bridge Counter,74868,2022,11
Comprehensive Brooklyn Bridge Counter,42776,2022,12
Comprehensive Brooklyn Bridge Counter,51699,2023,1
Comprehensive Brooklyn Bridge Counter,50865,2023,2
Comprehensive Brooklyn Bridge Counter,67738,2023,3
Comprehensive Brooklyn Bridge Counter,100535,2023,4
Comprehensive Brooklyn Bridge Counter,136538,2023,5
Comprehensive Brooklyn Bridge Counter,121433,2023,6
Comprehensive Brooklyn Bridge Counter,126213,2023,7
Comprehensive Brooklyn Bridge Counter,148286,2023,8
Comprehensive Brooklyn Bridge Counter,103481,2023,9
Comprehensive Brooklyn Bridge Counter,130199,2023,10
Comprehensive Brooklyn Bridge Counter,88930,2023,11
Fountain Ave,341,2022,8
Fountain Ave,724,2022,9
Fountain Ave,464,2022,10
Fountain Ave,192,2022,11
Fountain Ave,112,2022,12
Fountain Ave,199,2023,1
Fountain Ave,186,2023,2
Fountain Ave,247,2023,3
Fountain Ave,529,2023,4
Fountain Ave,966,2023,5
Fountain Ave,913,2023,6
Fountain Ave,921,2023,7
Fountain Ave,931,2023,8
Fountain Ave,601,2023,9
Fountain Ave,419,2023,10
Fountain Ave,279,2023,11
Willis Ave Bikes,39610,2022,12
Willis Ave Bikes,48021,2023,1
Willis Ave Bikes,45602,2023,2
Willis Ave Bikes,55906,2023,3
Willis Ave Bikes,62344,2023,4
Willis Ave Bikes,71882,2023,5
Willis Ave Bikes,69209,2023,6
Willis Ave Bikes,71328,2023,7
Willis Ave Bikes,78094,2023,8
Willis Ave Bikes,71099,2023,9
Willis Ave Bikes,76078,2023,10
Willis Ave Bikes,47540,2023,11
