datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),total_cloud_cover (0-1),total_precipitation (mm of water equivalent)
2024-02-29 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,13.34,10.81,6.24,1.00,0.30
2024-02-29 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,14.13,11.54,7.93,1.00,1.20
2024-02-29 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,13.75,10.13,8.57,1.00,2.55
2024-02-29 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.88,4.77,8.63,1.00,1.81
2024-02-29 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.32,3.37,8.35,1.00,0.71
2024-02-29 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.85,-0.85,9.13,0.42,0.03
2024-02-29 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.33,-4.05,9.22,0.00,0.00
2024-02-29 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.97,-5.62,8.47,0.00,0.00
2024-02-29 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.37,-7.11,7.53,0.00,0.00
2024-02-29 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.90,-7.05,6.25,0.00,0.00
2024-02-29 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.14,-8.23,5.65,0.00,0.00
2024-02-29 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.08,-8.17,4.95,0.00,0.00
2024-02-29 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.12,-8.31,4.85,0.00,0.00
2024-02-29 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.53,-9.61,6.85,0.44,0.00
2024-02-29 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.06,-9.48,6.57,0.83,0.00
2024-02-29 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.64,-9.36,6.49,1.00,0.00
2024-02-29 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.09,-9.59,6.43,1.00,0.00
2024-02-29 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.92,-9.60,6.34,0.98,0.00
2024-02-29 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.45,-9.64,6.28,1.00,0.00
2024-02-29 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.80,-9.78,6.22,0.93,0.00
2024-02-29 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.51,-9.59,6.32,0.19,0.00
2024-02-29 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.91,-9.51,6.28,0.34,0.00
2024-02-29 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.42,-9.18,4.04,0.00,0.00
2024-02-29 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.95,-8.59,3.48,0.00,0.00
2024-03-01 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.12,-7.98,3.34,0.00,0.00
2024-03-01 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.68,-7.61,3.06,0.00,0.00
2024-03-01 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.92,-7.22,2.55,0.00,0.00
2024-03-01 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.54,-6.90,2.22,0.00,0.00
2024-03-01 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.06,-6.90,1.99,0.00,0.00
2024-03-01 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.49,-7.30,2.12,0.00,0.00
2024-03-01 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,0.19,-7.60,1.98,0.00,0.00
2024-03-01 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-0.31,-7.59,1.82,0.00,0.00
2024-03-01 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-0.53,-7.74,1.56,0.00,0.00
2024-03-01 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-0.94,-7.84,1.46,0.00,0.00
2024-03-01 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-1.51,-8.14,1.21,0.00,0.00
2024-03-01 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-1.81,-8.32,0.36,0.00,0.00
2024-03-01 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-1.73,-8.29,0.74,0.00,0.00
2024-03-01 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,-0.50,-7.78,0.87,0.00,0.00
2024-03-01 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,1.43,-8.44,0.91,0.00,0.00
2024-03-01 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,2.58,-8.34,1.24,0.00,0.00
2024-03-01 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.42,-7.86,1.97,0.00,0.00
2024-03-01 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.77,-7.02,2.13,0.00,0.00
2024-03-01 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.69,-6.35,2.63,0.00,0.00
2024-03-01 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.00,-5.81,3.66,0.82,0.00
2024-03-01 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.27,-4.96,4.53,0.59,0.00
2024-03-01 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.26,-4.47,4.33,0.62,0.00
2024-03-01 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.72,-3.41,3.40,1.00,0.00
2024-03-01 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.35,-2.67,3.63,1.00,0.00
2024-03-02 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.08,-2.03,3.54,1.00,0.00
2024-03-02 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.87,-1.64,3.47,1.00,0.00
2024-03-02 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.69,-1.02,3.26,1.00,0.00
2024-03-02 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.78,-0.60,2.62,1.00,0.00
2024-03-02 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.82,-0.20,2.49,1.00,0.00
2024-03-02 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.90,0.42,2.10,1.00,0.00
2024-03-02 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.95,0.99,2.26,1.00,0.00
2024-03-02 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.08,1.23,2.37,1.00,0.08
2024-03-02 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.29,1.96,1.85,1.00,0.16
2024-03-02 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.07,2.04,1.64,1.00,0.12
2024-03-02 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.12,3.00,1.68,1.00,0.06
2024-03-02 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.16,3.29,1.88,1.00,0.02
2024-03-02 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.37,3.65,2.69,1.00,0.07
2024-03-02 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.73,3.98,2.97,1.00,0.25
2024-03-02 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.55,5.00,3.15,1.00,0.51
2024-03-02 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.10,5.71,3.31,1.00,0.80
2024-03-02 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.32,6.12,3.22,1.00,1.06
2024-03-02 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.06,6.99,3.30,1.00,1.29
2024-03-02 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.32,7.23,3.63,1.00,1.37
2024-03-02 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.71,7.64,3.80,1.00,3.76
2024-03-02 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.26,8.08,4.57,0.98,4.04
2024-03-02 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.77,8.53,5.64,1.00,3.59
2024-03-02 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.19,9.15,6.10,1.00,3.80
2024-03-02 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.33,9.29,4.69,1.00,2.36
2024-03-03 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.02,9.09,3.01,1.00,1.11
2024-03-03 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.54,8.75,0.55,1.00,0.21
2024-03-03 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.27,8.48,0.86,1.00,0.02
2024-03-03 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.14,8.34,1.52,1.00,0.00
2024-03-03 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.07,8.18,2.22,1.00,0.00
2024-03-03 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.82,7.89,2.84,1.00,0.00
2024-03-03 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.81,7.78,3.42,1.00,0.00
2024-03-03 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.75,7.58,3.47,1.00,0.00
2024-03-03 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.54,7.31,3.23,0.83,0.00
2024-03-03 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.46,7.25,2.78,0.47,0.00
2024-03-03 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.17,6.83,2.07,0.61,0.00
2024-03-03 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.97,6.63,2.38,0.30,0.00
2024-03-03 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.15,6.74,2.35,0.23,0.00
2024-03-03 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.47,7.24,2.07,0.16,0.00
2024-03-03 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.30,7.77,2.31,0.17,0.00
2024-03-03 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.05,7.26,2.42,0.18,0.00
2024-03-03 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.64,6.98,2.57,0.18,0.00
2024-03-03 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,12.93,6.92,2.26,0.01,0.00
2024-03-03 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,13.11,6.85,2.03,0.01,0.00
2024-03-03 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,14.52,6.90,1.74,0.00,0.00
2024-03-03 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,16.60,6.78,1.18,0.01,0.00
2024-03-03 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,18.67,7.03,1.23,0.09,0.00
2024-03-03 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,18.53,6.04,0.83,0.28,0.00
2024-03-03 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,14.12,6.47,1.56,0.61,0.00
2024-03-04 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,12.50,6.92,1.18,0.69,0.00
2024-03-04 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,12.59,7.47,0.59,0.82,0.00
2024-03-04 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.08,7.15,0.67,0.82,0.00
2024-03-04 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.13,7.35,2.25,0.73,0.00
2024-03-04 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.48,7.27,2.32,0.79,0.00
2024-03-04 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.62,6.43,2.70,0.67,0.00
2024-03-04 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.29,6.44,2.77,0.57,0.00
2024-03-04 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.80,6.24,2.61,0.48,0.00
2024-03-04 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.61,6.29,2.26,0.45,0.00
2024-03-04 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.68,6.30,1.84,0.61,0.00
2024-03-04 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.20,5.38,1.59,0.38,0.00
2024-03-04 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.46,5.51,1.68,0.38,0.00
2024-03-04 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.52,5.57,1.84,0.39,0.00
2024-03-04 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.65,5.71,1.91,0.41,0.00
2024-03-04 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.10,5.83,2.09,0.58,0.00
2024-03-04 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.72,6.07,2.27,0.39,0.00
2024-03-04 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.77,6.64,2.58,0.50,0.00
2024-03-04 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.14,7.17,3.18,0.76,0.00
2024-03-04 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.86,7.61,3.86,0.91,0.00
2024-03-04 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.96,7.52,4.15,0.92,0.00
2024-03-04 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.40,7.27,4.28,0.97,0.00
2024-03-04 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,11.22,6.99,3.64,0.93,0.00
2024-03-04 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.58,6.43,2.43,0.98,0.00
2024-03-04 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.15,6.51,2.30,0.99,0.00
2024-03-05 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.41,6.22,2.65,0.99,0.00
2024-03-05 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.66,5.82,2.81,0.97,0.00
2024-03-05 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.13,5.42,3.27,0.98,0.00
2024-03-05 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.94,5.20,3.61,1.00,0.00
2024-03-05 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.70,5.15,3.78,1.00,0.00
2024-03-05 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.39,5.01,3.95,1.00,0.00
2024-03-05 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.18,4.96,3.82,1.00,0.00
2024-03-05 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.05,4.86,3.54,1.00,0.00
2024-03-05 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.85,4.74,3.62,1.00,0.01
2024-03-05 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.84,4.69,3.80,1.00,0.03
2024-03-05 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.88,4.57,2.78,1.00,0.16
2024-03-05 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.88,4.66,4.04,1.00,0.45
2024-03-05 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.89,4.84,4.83,1.00,1.21
2024-03-05 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.81,4.73,5.26,1.00,1.05
2024-03-05 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.06,4.87,4.98,1.00,1.05
2024-03-05 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.38,5.17,5.01,1.00,0.39
2024-03-05 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.73,5.38,4.97,1.00,0.04
2024-03-05 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.11,5.79,4.76,1.00,0.01
2024-03-05 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.53,6.13,4.49,1.00,0.08
2024-03-05 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.94,6.64,4.30,1.00,0.48
2024-03-05 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.14,7.04,3.18,1.00,1.25
2024-03-05 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.27,7.21,2.02,1.00,1.46
2024-03-05 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.99,6.82,1.84,1.00,1.66
2024-03-05 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.75,6.62,1.59,1.00,0.64
2024-03-06 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.73,6.55,1.06,1.00,0.31
2024-03-06 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.73,6.56,1.92,1.00,0.19
2024-03-06 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.89,6.66,2.47,1.00,0.00
2024-03-06 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.96,6.75,1.98,1.00,0.00
2024-03-06 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.99,6.66,1.90,0.98,0.00
2024-03-06 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.02,6.61,1.94,1.00,0.00
2024-03-06 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.93,6.65,1.92,1.00,0.00
2024-03-06 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.99,6.72,1.61,1.00,0.00
2024-03-06 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.98,6.87,1.52,1.00,0.00
2024-03-06 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.99,6.92,1.54,1.00,0.00
2024-03-06 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.16,7.36,1.24,1.00,0.00
2024-03-06 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.20,7.43,1.24,1.00,0.00
2024-03-06 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.31,7.54,0.66,1.00,0.00
2024-03-06 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.40,7.55,0.83,1.00,0.00
2024-03-06 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.64,7.57,1.57,1.00,0.00
2024-03-06 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.94,7.70,1.98,1.00,0.00
2024-03-06 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.19,7.89,2.49,1.00,0.00
2024-03-06 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.36,7.51,1.86,1.00,0.00
2024-03-06 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.59,6.91,1.67,1.00,0.08
2024-03-06 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.88,7.83,2.09,1.00,1.43
2024-03-06 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.55,7.83,2.34,1.00,2.61
2024-03-06 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.58,7.87,2.98,1.00,4.50
2024-03-06 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.65,7.71,2.99,1.00,6.46
2024-03-06 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.46,7.59,4.95,1.00,7.85
2024-03-07 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.29,7.45,5.29,1.00,8.22
2024-03-07 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.08,7.30,4.40,1.00,4.95
2024-03-07 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.15,7.32,3.54,1.00,1.58
2024-03-07 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.37,7.59,2.55,1.00,1.40
2024-03-07 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.52,7.70,1.94,1.00,1.63
2024-03-07 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.71,7.94,2.68,1.00,1.89
2024-03-07 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.11,8.27,3.31,1.00,2.00
2024-03-07 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.24,8.33,4.30,1.00,0.09
2024-03-07 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.72,8.66,5.17,0.99,0.14
2024-03-07 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.94,8.65,5.13,1.00,0.44
2024-03-07 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.83,8.08,4.09,1.00,0.67
2024-03-07 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.67,7.75,4.67,1.00,0.54
2024-03-07 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.68,7.56,5.06,1.00,0.05
2024-03-07 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.57,7.28,5.34,1.00,0.01
2024-03-07 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.04,7.32,5.47,1.00,0.01
2024-03-07 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.52,7.39,5.66,0.99,0.01
2024-03-07 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.74,7.37,5.70,1.00,0.01
2024-03-07 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.85,6.98,4.51,1.00,0.05
2024-03-07 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.72,6.60,4.14,1.00,0.03
2024-03-07 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.85,6.40,4.65,1.00,0.08
2024-03-07 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.97,5.89,4.94,0.96,0.01
2024-03-07 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.96,5.55,5.22,0.99,0.00
2024-03-07 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.49,4.96,4.91,0.99,0.00
2024-03-07 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.12,4.52,5.26,0.97,0.00
2024-03-08 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.59,4.16,5.52,0.93,0.00
2024-03-08 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.10,3.81,5.36,0.63,0.00
2024-03-08 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.49,3.53,5.34,0.28,0.00
2024-03-08 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.94,3.34,5.19,0.11,0.00
2024-03-08 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.45,3.22,4.84,0.01,0.00
2024-03-08 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.63,2.87,4.69,0.00,0.00
2024-03-08 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.19,2.55,4.68,0.01,0.00
2024-03-08 07:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.95,2.36,4.27,0.00,0.00
2024-03-08 08:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.95,1.72,3.50,0.00,0.00
2024-03-08 09:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.80,1.74,2.74,0.00,0.00
2024-03-08 10:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,4.21,1.31,3.07,0.00,0.00
2024-03-08 11:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.96,1.30,3.18,0.28,0.00
2024-03-08 12:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,3.87,1.18,3.84,0.93,0.00
2024-03-08 13:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.06,0.84,3.70,0.99,0.00
2024-03-08 14:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.59,0.27,3.97,0.98,0.00
2024-03-08 15:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.21,-0.59,3.65,0.99,0.00
2024-03-08 16:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.82,-0.64,2.96,0.91,0.00
2024-03-08 17:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.78,-0.39,2.23,0.96,0.00
2024-03-08 18:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.84,0.19,2.30,0.44,0.00
2024-03-08 19:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.37,-0.16,1.80,0.31,0.00
2024-03-08 20:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.94,-0.39,1.81,0.40,0.00
2024-03-08 21:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,10.19,-0.45,2.52,0.87,0.00
2024-03-08 22:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,9.20,-0.05,2.47,0.98,0.00
2024-03-08 23:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,8.56,0.75,2.88,1.00,0.00
2024-03-09 00:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,7.41,1.18,3.12,1.00,0.00
2024-03-09 01:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.89,1.08,3.66,0.99,0.00
2024-03-09 02:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.41,1.28,3.61,0.97,0.00
2024-03-09 03:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,6.11,1.81,2.79,1.00,0.00
2024-03-09 04:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.90,2.03,2.98,1.00,0.00
2024-03-09 05:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.68,2.24,2.88,1.00,0.00
2024-03-09 06:00:00,"(40.7127492, -74.0059945)",era5,17.92,-5.00,5.44,2.35,2.79,1.00,0.00
